ds,y,promotion_rate,avg_price,external
2023-01-01,10444.989856971528,0.5073170731707317,253.4890243902439,0.5414634146341464
2023-01-02,10362.577698021621,0.5170731707317073,251.04502439024392,0.424390243902439
2023-01-03,10660.650235195038,0.5365853658536586,253.32551219512197,0.48292682926829267
2023-01-04,10070.280753298337,0.5560975609756098,253.19160975609756,0.5756097560975609
2023-01-05,10360.33100123681,0.4585365853658537,252.14956097560975,0.551219512195122
2023-01-06,10365.36400118887,0.5121951219512195,271.02043902439027,0.5219512195121951
2023-01-07,10370.51541747626,0.526829268292683,263.476243902439,0.4682926829268293
2023-01-08,10188.553488809785,0.5365853658536586,248.54151219512195,0.5073170731707317
2023-01-09,9956.687615382643,0.551219512195122,257.08731707317077,0.44878048780487806
2023-01-10,10386.433476629792,0.5024390243902439,257.74160975609755,0.5073170731707317
2023-01-11,10164.991984418726,0.5414634146341464,266.87243902439025,0.4926829268292683
2023-01-12,10360.690070318778,0.48292682926829267,257.49741463414637,0.4926829268292683
2023-01-13,10099.452539307207,0.5121951219512195,254.97941463414634,0.4585365853658537
2023-01-14,10218.90630339059,0.5317073170731708,261.4351219512195,0.5317073170731708
2023-01-15,10408.343572944968,0.47804878048780486,257.95053658536585,0.5219512195121951
2023-01-16,10254.770320567339,0.43902439024390244,245.72960975609755,0.5121951219512195
2023-01-17,10128.634334123433,0.4926829268292683,262.7106829268293,0.5170731707317073
2023-01-18,10033.506163166023,0.48292682926829267,252.77424390243903,0.5170731707317073
2023-01-19,9714.017705017854,0.44390243902439025,247.4329756097561,0.4585365853658537
2023-01-20,9766.737645967652,0.4926829268292683,247.51502439024392,0.5317073170731708
2023-01-21,10502.226405461532,0.5024390243902439,272.37839024390246,0.4878048780487805
2023-01-22,10216.595025186269,0.5170731707317073,258.38,0.45365853658536587
2023-01-23,10111.950627500702,0.5219512195121951,260.755756097561,0.4682926829268293
2023-01-24,10131.325225097156,0.5073170731707317,272.9815121951219,0.551219512195122
2023-01-25,10335.590835967609,0.48292682926829267,263.2569756097561,0.47317073170731705
2023-01-26,10318.388648843506,0.47317073170731705,255.28258536585366,0.44390243902439025
2023-01-27,10243.3576387303,0.5073170731707317,260.8013658536585,0.43902439024390244
2023-01-28,10411.584290635537,0.5121951219512195,267.6489268292683,0.44878048780487806
2023-01-29,10096.906969488975,0.4878048780487805,257.9779024390244,0.5073170731707317
2023-01-30,10084.558570537227,0.48292682926829267,251.60960975609757,0.4926829268292683
2023-01-31,10511.191984221377,0.551219512195122,276.54960975609754,0.5024390243902439
2023-02-01,10237.161200633265,0.526829268292683,248.83614634146343,0.43414634146341463
2023-02-02,10231.584390134765,0.5414634146341464,266.86473170731705,0.4195121951219512
2023-02-03,10108.788379568017,0.4682926829268293,264.93229268292686,0.5414634146341464
2023-02-04,10284.76030299341,0.4585365853658537,255.974,0.551219512195122
2023-02-05,10177.41223125523,0.5170731707317073,257.7470731707317,0.4926829268292683
2023-02-06,10190.321707323346,0.4682926829268293,254.64575609756096,0.5024390243902439
2023-02-07,10166.22709931035,0.5121951219512195,256.6599024390244,0.5317073170731708
2023-02-08,10144.093711209398,0.5317073170731708,258.3989756097561,0.43902439024390244
2023-02-09,9955.654245056789,0.4975609756097561,250.12385365853658,0.45365853658536587
2023-02-10,10064.494795071101,0.4975609756097561,258.86321951219514,0.5170731707317073
2023-02-11,10136.69126753491,0.5414634146341464,257.06858536585366,0.44878048780487806
2023-02-12,9783.371176120414,0.5024390243902439,239.48121951219514,0.4975609756097561
2023-02-13,10376.79417323992,0.47317073170731705,264.40629268292685,0.5365853658536586
2023-02-14,10444.18575803452,0.5317073170731708,244.61078048780487,0.526829268292683
2023-02-15,10237.743105814068,0.48292682926829267,257.3729756097561,0.5317073170731708
2023-02-16,10294.647283038948,0.5170731707317073,256.53448780487804,0.5219512195121951
2023-02-17,9994.857121869849,0.43902439024390244,265.68058536585363,0.5073170731707317
2023-02-18,10059.949566308936,0.5219512195121951,251.75926829268295,0.5317073170731708
2023-02-19,10590.684707578579,0.4878048780487805,256.1918048780488,0.47804878048780486
2023-02-20,10204.094616985765,0.44878048780487806,269.8853658536585,0.5073170731707317
2023-02-21,10195.098291057773,0.5121951219512195,271.7609756097561,0.45365853658536587
2023-02-22,10056.645333200782,0.4878048780487805,257.20468292682926,0.5073170731707317
2023-02-23,10163.78642866624,0.5707317073170731,242.00985365853657,0.47804878048780486
2023-02-24,10101.242713848469,0.5463414634146342,246.35653658536583,0.5024390243902439
2023-02-25,10245.140527355232,0.4292682926829268,251.53668292682926,0.4585365853658537
2023-02-26,10040.249107159167,0.4878048780487805,256.250243902439,0.4975609756097561
2023-02-27,10365.374266555507,0.5170731707317073,272.00321951219513,0.4926829268292683
2023-02-28,10024.991944919539,0.4975609756097561,244.158,0.4975609756097561
2023-03-01,10095.117091812057,0.5024390243902439,249.02746341463413,0.48292682926829267
2023-03-02,10292.787704442568,0.5073170731707317,263.4229268292683,0.5219512195121951
2023-03-03,10416.453579859972,0.5365853658536586,252.6440975609756,0.47317073170731705
2023-03-04,10244.90958981746,0.47804878048780486,270.01312195121955,0.44878048780487806
2023-03-05,10381.50288684476,0.4878048780487805,271.47336585365855,0.43902439024390244
2023-03-06,10638.727790906114,0.551219512195122,262.7207317073171,0.5170731707317073
2023-03-07,10075.793061728156,0.424390243902439,244.45263414634147,0.5560975609756098
2023-03-08,10655.780687524306,0.4634146341463415,232.09409756097563,0.48292682926829267
