ds,y,promotion_rate,avg_price,external
2023-01-01,10552.749914150965,0.5288461538461539,257.1544230769231,0.5096153846153846
2023-01-02,10692.174740101178,0.5192307692307693,267.4579807692308,0.5
2023-01-03,10631.201656952273,0.5,261.6791826923077,0.47596153846153844
2023-01-04,10290.086624788193,0.5288461538461539,251.10341346153848,0.5192307692307693
2023-01-05,10378.520245459875,0.4855769230769231,246.5173076923077,0.5096153846153846
2023-01-06,10662.535681957834,0.5576923076923077,252.860625,0.5
2023-01-07,10464.875022342414,0.4567307692307692,275.9421634615385,0.4855769230769231
2023-01-08,10159.579596609672,0.5144230769230769,265.56158653846154,0.5096153846153846
2023-01-09,10764.54557321037,0.5144230769230769,247.71855769230768,0.5096153846153846
2023-01-10,10482.621596576979,0.5048076923076923,273.9369711538462,0.46634615384615385
2023-01-11,10375.238526366604,0.5,238.02985576923078,0.46634615384615385
2023-01-12,10625.366318998698,0.5288461538461539,268.2822596153846,0.5432692307692307
2023-01-13,10253.534972925627,0.5336538461538461,248.07999999999998,0.5432692307692307
2023-01-14,10005.713126605495,0.47115384615384615,255.0058653846154,0.4855769230769231
2023-01-15,10288.295253115635,0.49038461538461536,261.52903846153845,0.5288461538461539
2023-01-16,10752.846813902988,0.49038461538461536,243.75350961538464,0.5048076923076923
2023-01-17,10210.305592982724,0.4519230769230769,258.9915384615384,0.5432692307692307
2023-01-18,10716.452203129242,0.5096153846153846,232.5076923076923,0.5048076923076923
2023-01-19,10130.320480007484,0.49038461538461536,263.7562980769231,0.46153846153846156
2023-01-20,10495.425941168836,0.4807692307692308,236.64394230769233,0.3942307692307692
2023-01-21,10425.634493410183,0.5048076923076923,247.4791826923077,0.5048076923076923
2023-01-22,10351.312988604785,0.5192307692307693,242.69004807692306,0.4807692307692308
2023-01-23,10678.61328284851,0.5384615384615384,237.84475961538462,0.47115384615384615
2023-01-24,10172.005021995748,0.47596153846153844,251.00774038461537,0.5721153846153846
2023-01-25,10370.400409950276,0.5576923076923077,236.4001923076923,0.47596153846153844
2023-01-26,10475.599997331283,0.49038461538461536,257.13375,0.46634615384615385
2023-01-27,10294.747022657233,0.46634615384615385,253.83572115384615,0.5625
2023-01-28,10557.336257573554,0.5048076923076923,255.92673076923077,0.5432692307692307
2023-01-29,10286.46467097882,0.5480769230769231,249.24225961538463,0.47596153846153844
2023-01-30,9873.825319149153,0.5096153846153846,258.98899038461536,0.46634615384615385
2023-01-31,10744.147423637234,0.5096153846153846,281.3388942307692,0.5336538461538461
2023-02-01,10677.530093742216,0.5144230769230769,258.8164423076923,0.6201923076923077
2023-02-02,10615.605677888496,0.46153846153846156,254.37052884615383,0.5240384615384616
2023-02-03,10066.885296772149,0.47596153846153844,242.6220192307692,0.4807692307692308
2023-02-04,10566.255577645488,0.5144230769230769,263.2022596153846,0.4951923076923077
2023-02-05,10386.490286637938,0.5336538461538461,224.8821153846154,0.5288461538461539
2023-02-06,10180.787577122392,0.46153846153846156,263.03725961538464,0.49038461538461536
2023-02-07,10474.888632619586,0.4855769230769231,258.5133173076923,0.5817307692307693
2023-02-08,10259.015712470622,0.5048076923076923,249.8175480769231,0.47596153846153844
2023-02-09,10337.212480495687,0.5288461538461539,263.0405769230769,0.5096153846153846
2023-02-10,10546.755149495433,0.5192307692307693,253.50677884615385,0.4807692307692308
2023-02-11,10654.35340733676,0.5432692307692307,244.5362980769231,0.4951923076923077
2023-02-12,10304.725901067362,0.5336538461538461,251.98024038461537,0.47596153846153844
2023-02-13,10657.153860154336,0.46153846153846156,242.79197115384616,0.5144230769230769
2023-02-14,10204.584049040057,0.5192307692307693,241.02504807692307,0.3942307692307692
2023-02-15,10641.706731146644,0.47115384615384615,246.7439423076923,0.46634615384615385
2023-02-16,10580.68661636416,0.47596153846153844,247.88677884615385,0.5
2023-02-17,10166.832779102413,0.46153846153846156,263.14956730769234,0.5240384615384616
2023-02-18,10417.225010556327,0.46153846153846156,256.92201923076925,0.5
2023-02-19,10167.812164418758,0.5048076923076923,247.63865384615383,0.4519230769230769
2023-02-20,10721.213916765766,0.5384615384615384,234.32826923076922,0.5769230769230769
2023-02-21,10476.429338416167,0.5721153846153846,257.9111057692308,0.47115384615384615
2023-02-22,10530.392600174291,0.47115384615384615,246.0579326923077,0.5384615384615384
2023-02-23,10187.296607883918,0.5336538461538461,255.59375,0.5144230769230769
2023-02-24,10528.487902606461,0.4807692307692308,256.77004807692305,0.47115384615384615
2023-02-25,9977.147179802996,0.5192307692307693,253.7852403846154,0.5144230769230769
2023-02-26,10560.269801591876,0.4807692307692308,248.59552884615385,0.5240384615384616
2023-02-27,10359.353871926516,0.47115384615384615,246.1296153846154,0.5144230769230769
2023-02-28,10403.557871842759,0.47115384615384615,255.85668269230771,0.5192307692307693
2023-03-01,11061.705037129253,0.4567307692307692,245.38841346153848,0.5192307692307693
2023-03-02,10117.827562864777,0.5048076923076923,262.35129807692306,0.4182692307692308
2023-03-03,10622.903251124602,0.5048076923076923,258.4206730769231,0.5288461538461539
2023-03-04,10415.291833292806,0.5,254.01384615384615,0.47596153846153844
2023-03-05,10280.59350968485,0.5144230769230769,251.61504807692307,0.5096153846153846
2023-03-06,10060.298896357966,0.5288461538461539,239.76966346153847,0.5048076923076923
2023-03-07,10573.814851789972,0.5336538461538461,238.10610576923077,0.40865384615384615
2023-03-08,10590.290599193677,0.5,262.00038461538463,0.5
2023-03-09,10518.648761947708,0.5,259.89721153846153,0.5096153846153846
2023-03-10,10737.410477098945,0.5576923076923077,240.52129807692307,0.5336538461538461
2023-03-11,10314.486211302243,0.5288461538461539,245.74115384615385,0.4951923076923077
2023-03-12,10278.805630877805,0.5144230769230769,258.9570192307692,0.5240384615384616
2023-03-13,10338.381213309953,0.4855769230769231,245.8758173076923,0.44711538461538464
2023-03-14,10526.917262741796,0.5096153846153846,260.47451923076926,0.47596153846153844
2023-03-15,10015.689737024664,0.4807692307692308,259.64826923076924,0.46634615384615385
2023-03-16,10589.052374600884,0.5144230769230769,263.10951923076925,0.5336538461538461
2023-03-17,10385.528283287378,0.47115384615384615,268.3887019230769,0.5
2023-03-18,9834.967822415283,0.42788461538461536,248.87437500000001,0.4807692307692308
2023-03-19,10222.410486123521,0.5192307692307693,248.28807692307691,0.4567307692307692
2023-03-20,10220.564968026012,0.44711538461538464,282.8781730769231,0.4567307692307692
2023-03-21,9971.596810197101,0.5192307692307693,233.6014423076923,0.5144230769230769
2023-03-22,10558.254765996535,0.4807692307692308,243.08403846153848,0.4951923076923077
2023-03-23,10454.753737324594,0.5144230769230769,256.87625,0.4951923076923077
2023-03-24,10507.485287480105,0.47596153846153844,260.01014423076924,0.5673076923076923
2023-03-25,10422.06770681031,0.5384615384615384,261.7896153846154,0.5192307692307693
2023-03-26,10134.076689867472,0.4326923076923077,262.09923076923076,0.44711538461538464
2023-03-27,10202.055020220638,0.375,244.66245192307693,0.5288461538461539
2023-03-28,10711.862108328565,0.5336538461538461,257.36153846153843,0.5240384615384616
2023-03-29,10119.19909140353,0.5384615384615384,254.26466346153848,0.5144230769230769
2023-03-30,10766.74294567259,0.47115384615384615,253.92533653846155,0.5288461538461539
2023-03-31,10282.446176889704,0.4855769230769231,239.66802884615385,0.5096153846153846
2023-04-01,10592.409457284599,0.46634615384615385,258.6355769230769,0.49038461538461536
2023-04-02,10207.669143364077,0.46634615384615385,257.6410576923077,0.5
2023-04-03,10122.746534984435,0.5288461538461539,245.20139423076924,0.4951923076923077
2023-04-04,10153.798205811065,0.5,266.12961538461536,0.5240384615384616
2023-04-05,10588.49630253016,0.5048076923076923,252.78552884615385,0.5144230769230769
2023-04-06,10189.16877118216,0.5144230769230769,246.62908653846154,0.49038461538461536
2023-04-07,10667.101617970466,0.47596153846153844,257.04264423076927,0.4855769230769231
2023-04-08,10318.43293942084,0.4807692307692308,255.79836538461538,0.5048076923076923
2023-04-09,10449.582599117402,0.5144230769230769,247.97500000000002,0.5384615384615384
2023-04-10,10216.285205330498,0.5432692307692307,272.12471153846155,0.49038461538461536
2023-04-11,10356.875738447654,0.46634615384615385,244.94072115384614,0.5288461538461539
2023-04-12,10377.358618938704,0.46634615384615385,251.5997596153846,0.5
2023-04-13,10520.416485334248,0.5144230769230769,238.14600961538463,0.5240384615384616
2023-04-14,10323.323296135626,0.5576923076923077,259.0602403846154,0.5288461538461539
2023-04-15,10832.206857408704,0.4423076923076923,253.08350961538463,0.5240384615384616
2023-04-16,10318.68920074583,0.4855769230769231,253.27889423076925,0.5336538461538461
2023-04-17,10231.70657167635,0.5240384615384616,247.14201923076922,0.5480769230769231
2023-04-18,10645.710664868247,0.49038461538461536,261.34822115384617,0.5432692307692307
2023-04-19,10787.297419546127,0.5384615384615384,269.45677884615384,0.47596153846153844
