step,y
1,1090.22
2,1161.09
3,981.18
4,1062.42
5,1006.67
6,1031.4
7,1061.81
8,1090.49
9,1056.41
10,1094.36
11,1047.77
12,1032.76
13,1112.62
14,899.65
15,973.88
16,861.67
17,848.99
18,831.83
19,757.64
20,796.63
21,839.18
22,971.02
23,951.01
24,915.52
25,838.35
26,810.42
27,866.21
28,1002.85
29,976.24
30,1007.14
31,1009.08
32,975.57
33,964.63
34,949.82
35,979.44
36,1036.68
37,1022.45
38,948.8
39,941.47
40,964.24
41,1048.22
42,953.34
43,994.54
44,1002.23
45,1148.41
46,1077.53
47,1139.71
48,1116.95
49,1053.35
50,1154.38
51,986.02
52,1047.44
53,1201.89
54,1185.7
55,1171.49
56,1264.13
57,1225.52
58,1202.82
59,1285.15
60,1272.13
61,1330.41
62,1270.17
63,1246.43
64,1182.64
65,1269.77
66,1334.2
67,1422.53
68,1403.04
69,1372.98
70,1195.4
71,1325.34
72,1286.87
73,1212.21
74,1092.37
75,1113.55
76,1034.67
77,1028.11
78,991.38
79,1001.98
80,1039.88
81,1022.83
82,1058.17
83,1017.86
84,1078.54
85,1026.02
86,1011.17
87,1069.64
88,1069.58
89,1085.64
90,1127.74
91,1048.36
92,1038.93
93,1052.22
94,1066.78
95,1110.52
96,1127.65
97,1196.4
98,1143.87
99,1150.75
100,1135.88
101,1249.21
102,1237.87
103,1183.11
104,1216.28
105,1136.36
106,1136.63
107,1236.19
108,1194.63
109,1188.36
110,1368.87
111,1711.64
112,1430.49
113,1331.32
114,1258.54
115,1491.49
116,1509.32
117,1524.39
118,1464.99
119,1539.87
120,1417.44
121,1442.75
122,1389.27
123,1482.14
124,1511.07
125,1484.94
126,1622.67
127,1381.21
128,1554.06
129,1635.05
130,1493.28
131,1543.91
132,1485.92
133,1499.82
134,1455.99
135,1444.99
136,1586.79
137,1461.91
138,1488.31
139,1478.49
140,1393.94
141,1336.8
142,1318.79
143,1281.04
144,1223.29
145,1194.19
146,1270.24
147,1242.56
148,1237.4
149,1199.35
150,1290.8
151,1333.61
152,1353.73
153,1421.03
154,1379.32
155,1422.0
156,1401.03
157,1423.25
158,1376.36
159,1468.94
160,1419.24
161,1440.06
162,1362.22
163,1360.76
164,1333.04
165,1450.58
166,1351.81
167,1353.06
168,1335.33
169,1324.81
170,1348.92
171,1290.02
172,1260.67
173,1241.0
174,1251.33
175,1245.74
176,1250.86
177,1255.72
178,1235.27
179,1293.16
180,1234.32
181,1206.7
182,1225.53
183,1187.25
184,1199.93
185,1166.4
186,1133.41
187,1119.19
188,1123.82
189,1144.69
190,1138.16
191,1141.79
192,1149.56
193,1092.65
194,1109.59
195,1102.76
196,1150.75
197,1142.8
198,1182.3
199,1170.5
200,1152.27
201,1188.39
202,1095.93
203,1105.72
204,1118.15
205,1042.4
206,1016.92
207,1040.16
208,988.71
209,978.91
210,959.27
211,980.09
212,936.56
213,905.14
214,926.08
215,919.64
216,894.96
217,866.12
218,900.29
219,903.76
220,876.83
221,905.8
222,829.88
223,835.39
224,799.98
225,793.97
226,809.97
227,762.16
228,800.21
229,810.33
230,817.07
231,856.09
232,814.48
233,833.08
234,838.83
235,792.89
236,844.16
237,821.43
238,807.4
239,826.31
240,828.57
241,778.02
242,773.16
243,809.41
244,774.57
245,748.72
246,752.28
247,713.23
248,742.38
249,690.53
250,697.31
251,680.1
252,684.0
253,735.06
254,703.9
255,732.22
256,739.96
257,751.17
258,667.55
259,692.73
260,699.53
261,700.13
262,670.53
263,681.84
264,693.01
265,715.81
266,664.63
267,717.35
268,749.88
269,766.61
270,783.52
271,806.46
272,859.8
273,853.15
274,890.76
275,878.86
276,855.09
277,989.28
278,916.28
279,889.25
280,943.99
281,943.1
282,996.81
283,1044.71
284,1069.8
285,1090.56
286,1126.05
287,1064.67
288,1106.98
