step,y
1,462.5807
2,463.7381
3,463.4882
4,463.1569
5,464.1927
6,466.3523
7,466.5207
8,469.8671
9,471.4078
10,477.1323
11,476.2102
12,476.2701
13,475.6186
14,471.7242
15,472.3896
16,472.0499
17,471.3439
18,470.8913
19,473.1903
20,474.6104
21,471.579
22,470.7817
23,472.7653
24,474.0597
25,472.3697
26,473.1381
27,477.6051
28,479.7582
29,479.8101
30,480.839
31,483.9801
32,485.5069
33,485.5049
34,486.5813
35,486.8939
36,482.1283
37,481.7448
38,478.6
39,478.3088
40,474.9506
41,476.6392
42,475.9204
43,476.351
44,477.0878
45,469.9333
46,469.4171
47,469.0784
48,469.5274
49,474.6369
50,478.187
51,477.254
52,475.3253
53,478.9816
54,480.9437
55,479.0353
56,478.4792
57,479.3215
58,483.899
59,486.4458
60,480.6463
61,480.9552
62,481.9458
63,484.7647
64,482.445
65,482.0408
66,479.4882
67,481.7402
68,480.6761
69,480.0593
70,478.2185
71,481.5578
72,487.3463
73,485.1305
74,485.0575
75,484.1606
76,487.361
77,485.8843
78,483.6975
79,485.2158
80,488.5875
81,485.653
82,482.3451
83,486.0645
84,488.8197
85,484.7208
86,475.8239
87,476.5581
88,478.2634
89,476.9499
90,477.7011
91,477.4953
92,483.6269
93,487.6306
94,484.9497
95,483.0248
96,485.3249
97,490.4117
98,493.2936
99,483.7287
100,486.4622
101,490.6124
102,492.412
103,490.3265
104,486.1814
105,492.1135
106,495.7323
107,487.9662
108,486.1176
109,489.4906
110,498.0762
111,502.2938
112,491.7859
113,494.7435
114,500.9887
115,504.7482
116,497.5357
117,495.0925
118,499.7693
119,501.0576
120,503.2519
121,498.8175
122,494.0304
123,496.6058
124,498.6395
125,493.9135
126,489.182
127,492.3663
128,494.6383
129,490.8735
130,485.1241
131,493.1229
132,498.3952
133,495.4393
134,495.4266
135,493.3992
136,497.2232
137,501.1813
138,498.0834
139,494.6052
140,498.9265
141,502.0983
142,500.5832
143,497.5684
144,498.0165
145,500.6644
146,503.4924
147,505.296
148,502.1186
149,506.9348
150,509.8341
151,509.4912
152,506.801
153,510.2625
154,511.6628
155,512.8168
156,519.2821
157,519.5831
158,514.6898
159,517.7404
160,516.285
161,515.5981
162,518.3243
163,520.4338
164,520.1253
165,518.6508
166,522.9212
167,540.3809
168,540.9371
169,541.7565
170,543.4886
171,544.8186
172,546.9905
173,547.5348
174,542.7857
175,542.4654
176,544.4121
177,544.0728
178,542.9844
179,545.3725
180,547.4363
181,547.913
182,547.9341
183,545.9022
184,557.2434
185,559.1111
186,559.4131
187,561.0081
188,566.4001
189,569.616
190,568.9883
191,570.0675
192,573.0377
193,575.9345
194,576.7512
195,575.3059
196,575.8924
197,582.032
198,584.4781
199,584.4731
200,583.3251
201,587.3228
202,589.6774
203,586.052
204,585.0051
205,589.028
206,590.4654
207,595.4515
208,593.6053
209,589.7343
210,589.0737
211,590.9054
212,589.7276
213,588.0016
214,592.7094
215,595.1598
216,592.2835
217,592.0056
218,592.8031
219,596.1172
220,593.4337
221,591.7493
222,592.3498
223,589.769
224,590.8039
225,588.7932
226,588.0323
227,590.6656
228,589.2023
229,585.3775
230,584.4725
231,589.8329
232,586.4283
233,581.425
234,582.37
235,581.196
236,598.8909
237,604.306
238,601.4746
239,599.1693
240,605.2595
241,610.5901
242,607.533
243,604.1618
244,608.0834
245,607.3996
246,604.0259
247,599.8322
248,602.3677
249,602.5862
250,606.3668
251,602.3847
252,597.7583
253,601.9561
254,603.8004
255,598.2622
256,593.4443
257,594.2492
258,598.0938
259,603.1533
260,601.0439
261,593.371
262,594.3318
263,589.7132
264,589.7359
265,587.8724
266,595.3671
267,599.2796
268,594.9592
269,592.7889
270,595.1017
271,602.8232
272,610.5604
273,601.6046
274,596.9499
275,601.8226
276,602.1935
277,603.1322
278,600.9868
279,598.3468
280,604.1682
281,603.4152
282,599.0983
283,595.932
284,597.8315
285,598.3956
286,596.0764
287,595.4758
288,600.5622
289,605.1459
290,600.8225
291,601.4875
292,602.7972
293,596.7106
294,596.5214
295,595.2958
296,595.8301
297,602.1271
298,608.4132
299,607.2758
300,607.4074
301,616.1342
302,622.1625
303,620.978
304,621.5381
305,625.8848
306,633.0308
307,638.7293
308,634.3135
309,639.333
310,647.2646
311,656.2054
312,658.1316
313,651.7295
314,673.2816
315,684.8271
316,684.0068
317,681.5996
318,687.3658
319,698.8138
320,706.6483
321,694.5342
322,701.0201
323,708.006
324,717.9958
325,712.1448
326,711.3691
327,710.961
328,716.2703
329,716.414
330,714.5814
331,717.3556
332,727.699
333,733.8218
334,725.5419
335,726.5336
336,734.1301
337,740.8586
338,729.9473
339,724.4973
340,730.0936
341,741.752
342,742.3291
343,740.3906
344,746.2902
345,760.1366
346,762.4267
347,753.8994
348,750.6701
349,762.6891
350,772.9488
351,763.9212
352,758.0618
353,779.3611
354,785.2374
355,781.5813
356,775.6493
357,787.0936
358,807.9206
359,807.5466
360,801.9624
361,801.9943
362,817.5137
363,828.3868
364,821.9843
365,802.8959
366,805.8805
367,812.6163
368,808.6975
369,792.3149
370,789.9466
371,798.1403
372,799.1254
373,790.1258
374,784.0055
375,783.99
376,787.7592
377,787.0266
378,786.1615
379,824.0699
380,827.3253
381,826.4036
382,827.8193
383,826.048
384,830.2671
385,835.4552
386,835.0375
387,825.7618
388,832.4735
389,840.4485
390,839.6991
391,839.1822
392,848.5416
393,855.631
394,867.6045
395,865.3244
396,866.0899
397,879.9176
398,890.461
399,883.1251
400,883.67
401,903.5059
402,912.5213
403,909.4042
404,906.0203
405,903.7262
406,907.8491
407,915.6649
