step,y
1,5934.0
2,6438.0
3,4546.0
4,4625.0
5,4355.0
6,4471.0
7,3789.0
8,4125.0
9,3811.0
10,3496.0
11,3127.0
12,2956.0
13,3867.0
14,3463.0
15,3481.0
16,3552.0
17,3896.0
18,3531.0
19,3954.0
20,4382.0
21,4367.0
22,4357.0
23,3909.0
24,4369.0
25,3385.0
26,4945.0
27,4008.0
28,5417.0
29,4510.0
30,4643.0
31,5164.0
32,4898.0
33,3748.0
34,5003.0
35,5509.0
36,4764.0
37,5308.0
38,4584.0
39,4609.0
40,4813.0
41,4450.0
42,4328.0
43,3883.0
44,5678.0
45,4816.0
46,5931.0
47,7497.0
48,5391.0
49,5817.0
50,7389.0
51,7939.0
52,8555.0
53,4986.0
54,4831.0
55,4552.0
56,5560.0
57,5319.0
58,5493.0
59,4616.0
60,4351.0
61,4134.0
62,3845.0
63,4269.0
64,4184.0
65,3268.0
66,3706.0
67,4856.0
68,4063.0
69,3560.0
70,4207.0
71,3808.0
72,4163.0
73,4081.0
74,3980.0
75,4255.0
76,4005.0
77,4344.0
78,4055.0
79,5383.0
80,5533.0
81,5316.0
82,5008.0
83,5037.0
84,5095.0
85,5226.0
86,3920.0
87,4911.0
88,5467.0
89,4717.0
90,4589.0
91,4346.0
92,4605.0
93,4745.0
