step,y
1,1397.457
2,1411.346
3,1420.305
4,1416.99
5,1442.035
6,1481.179
7,1512.624
8,1531.441
9,1533.597
10,1539.289
11,1544.978
12,1537.199
13,1556.088
14,1512.986
15,1488.756
16,1480.217
17,1489.586
18,1491.009
19,1503.46
20,1518.622
21,1510.974
22,1504.135
23,1525.059
24,1570.349
25,1579.262
26,1560.165
27,1586.677
28,1593.433
29,1591.163
30,1605.542
31,1618.812
32,1610.458
33,1603.21
34,1601.288
35,1613.992
36,1610.599
37,1663.002
38,1681.814
39,1697.192
40,1728.917
41,1754.91
42,1754.92
43,1762.806
44,1772.146
45,1764.823
46,1751.479
47,1765.592
48,1747.939
49,1746.541
50,1754.153
51,1745.785
52,1760.626
53,1775.418
54,1767.782
55,1773.292
56,1775.926
57,1800.491
58,1814.991
59,1835.44
60,1832.771
61,1825.134
62,1838.89
63,1838.555
64,1846.439
65,1849.466
66,1827.389
67,1778.318
68,1789.049
69,1789.394
70,1778.951
71,1771.701
72,1768.358
73,1759.128
74,1773.16
75,1770.968
76,1783.767
77,1768.697
78,1771.165
79,1800.405
80,1810.588
81,1832.478
82,1823.525
83,1817.955
84,1816.363
85,1820.202
86,1825.03
87,1814.752
88,1819.699
89,1837.785
90,1846.531
91,1832.025
92,1839.88
93,1842.077
94,1828.711
95,1827.588
96,1825.345
97,1807.63
98,1813.348
99,1797.336
100,1796.181
101,1800.274
102,1786.504
103,1776.377
104,1751.535
105,1733.194
106,1732.646
107,1727.06
108,1733.036
109,1731.486
110,1710.427
111,1716.521
112,1713.922
113,1704.11
114,1684.234
115,1687.419
116,1673.486
117,1688.86
118,1693.321
119,1662.406
120,1674.522
121,1666.205
122,1686.588
123,1691.182
124,1686.862
125,1682.015
126,1682.762
127,1678.099
128,1677.691
129,1668.549
130,1657.241
131,1666.903
132,1655.975
133,1659.585
134,1646.25
135,1646.923
136,1632.108
137,1628.431
138,1638.305
139,1645.821
140,1656.107
141,1654.198
142,1672.652
143,1692.767
144,1708.961
145,1690.199
146,1673.535
147,1665.296
148,1654.978
149,1646.913
150,1641.724
151,1633.143
152,1628.841
153,1632.174
154,1621.822
155,1621.79
156,1613.39
157,1602.137
158,1567.156
159,1572.222
160,1564.182
161,1567.21
162,1598.004
163,1612.442
164,1637.383
165,1645.185
166,1635.253
167,1632.53
168,1638.968
169,1624.65
170,1622.368
171,1620.918
172,1619.544
173,1620.923
174,1637.954
175,1638.153
176,1622.754
177,1607.664
178,1615.293
179,1619.27
180,1620.711
181,1624.856
182,1638.676
183,1648.164
184,1662.521
185,1673.276
186,1675.936
187,1672.731
188,1678.757
189,1673.909
190,1682.599
191,1685.717
192,1671.141
193,1666.108
194,1655.149
195,1658.62
196,1655.275
197,1653.634
198,1644.042
199,1640.698
200,1631.108
201,1617.518
202,1616.937
203,1616.222
204,1621.617
205,1613.379
206,1616.532
207,1609.614
208,1620.245
209,1649.922
210,1646.107
211,1641.617
212,1640.101
213,1641.77
214,1639.279
215,1639.952
216,1637.53
217,1645.717
218,1641.014
219,1634.444
220,1637.347
221,1633.196
222,1636.621
223,1662.158
224,1654.348
225,1648.75
226,1649.163
227,1650.693
228,1654.476
229,1662.094
230,1669.537
231,1670.824
232,1671.766
233,1682.156
234,1682.452
235,1697.688
236,1682.081
237,1676.804
238,1674.823
239,1659.499
240,1657.893
241,1656.606
242,1661.476
243,1663.571
244,1666.015
245,1651.399
246,1659.996
247,1662.527
248,1679.346
249,1679.414
250,1683.182
251,1689.918
252,1694.352
253,1693.47
254,1701.999
255,1696.741
256,1701.288
257,1692.009
258,1696.462
259,1699.686
260,1700.304
261,1702.159
262,1718.498
263,1720.28
264,1721.769
265,1732.045
266,1737.56
267,1746.377
268,1739.669
269,1742.737
270,1758.518
271,1765.112
272,1786.11
273,1781.366
274,1808.769
275,1803.944
276,1822.335
277,1798.632
278,1785.205
279,1797.351
280,1797.167
281,1802.109
282,1817.295
283,1812.866
284,1827.059
285,1855.864
286,1846.453
287,1858.151
288,1856.979
289,1853.559
290,1841.756
291,1837.739
292,1832.12
293,1829.303
294,1838.868
295,1850.146
296,1853.418
297,1858.146
298,1875.916
299,1874.048
300,1879.018
301,1917.471
302,1910.329
303,1904.246
304,1896.266
305,1902.601
306,1898.295
307,1906.888
308,1914.09
309,1907.928
310,1902.865
311,1919.7
312,1909.874
313,1896.706
314,1888.931
315,1879.206
316,1887.189
317,1894.504
318,1895.731
319,1902.558
320,1902.131
321,1897.324
322,1881.202
323,1870.86
324,1866.219
325,1863.294
326,1866.002
327,1873.73
328,1860.513
329,1859.413
330,1845.942
331,1837.113
332,1849.365
333,1862.417
334,1873.137
335,1899.584
336,1915.969
337,1904.896
338,1901.227
339,1918.677
340,1922.795
341,1919.889
342,1914.365
343,1890.092
344,1880.902
345,1872.352
346,1856.579
347,1848.858
348,1844.722
349,1845.492
350,1853.433
351,1859.766
352,1863.772
353,1865.78
354,1857.947
355,1846.139
356,1828.988
357,1836.54
358,1834.142
359,1832.204
360,1828.199
361,1829.807
362,1817.7
363,1810.867
364,1799.969
365,1801.877
366,1771.81
367,1768.174
368,1770.591
369,1757.275
370,1753.22
371,1736.378
372,1732.672
373,1736.008
374,1742.481
375,1739.814
376,1743.54
377,1740.863
378,1742.022
379,1740.354
380,1748.375
381,1751.22
382,1751.02
383,1745.18
384,1741.27
385,1748.73
386,1765.75
387,1777.61
388,1775.46
389,1783.09
390,1789.27
391,1794.1
392,1794.38
