step,y
1,1253.0
2,1258.0
3,1263.0
4,1263.0
5,1263.0
6,1263.0
7,1263.0
8,1257.0
9,1250.0
10,1242.0
11,1235.0
12,1242.0
13,1256.0
14,1269.0
15,1312.0
16,1329.0
17,1355.0
18,1380.0
19,1406.0
20,1431.0
21,1450.0
22,1470.0
23,1489.0
24,1508.0
25,1512.0
26,1505.0
27,1498.0
28,1491.0
29,1484.0
30,1479.0
31,1473.0
32,1468.0
33,1463.0
34,1465.0
35,1469.0
36,1472.0
37,1476.0
38,1479.0
39,1523.0
40,1526.0
41,1530.0
42,1535.0
43,1548.0
44,1561.0
45,1574.0
46,1587.0
47,1599.0
48,1610.0
49,1621.0
50,1634.0
51,1680.0
52,1676.0
53,1672.0
54,1668.0
55,1665.0
56,1655.0
57,1646.0
58,1636.0
59,1626.0
60,1620.0
61,1616.0
62,1612.0
63,1608.0
64,1613.0
65,1639.0
66,1657.0
67,1674.0
68,1692.0
69,1713.0
70,1733.0
71,1753.0
72,1774.0
73,1796.0
74,1820.0
75,1844.0
76,1867.0
77,1888.0
78,1900.0
79,1912.0
80,1924.0
81,1936.0
82,1958.0
83,2017.0
84,2039.0
85,2061.0
86,2078.0
87,2090.0
88,2102.0
89,2114.0
90,2124.0
91,2117.0
92,2111.0
93,2105.0
94,2135.0
95,2136.0
96,2138.0
97,2140.0
98,2142.0
99,2147.0
100,2178.0
101,2186.0
102,2196.0
103,2205.0
104,2226.0
105,2262.0
106,2284.0
107,2306.0
108,2313.0
109,2316.0
110,2318.0
111,2320.0
112,2356.0
113,2336.0
114,2316.0
115,2297.0
116,2286.0
117,2296.0
118,2306.0
119,2316.0
120,2326.0
121,2352.0
122,2381.0
123,2410.0
124,2439.0
125,2473.0
126,2511.0
127,2549.0
128,2587.0
129,2625.0
130,2659.0
131,2693.0
132,2760.0
133,2795.0
134,2796.0
135,2790.0
136,2785.0
137,2780.0
138,2778.0
139,2781.0
140,2783.0
141,2786.0
142,2789.0
143,2813.0
144,2865.0
145,2889.0
146,2914.0
147,2940.0
148,2966.0
149,2993.0
150,3019.0
151,3057.0
152,3122.0
153,3188.0
154,3263.0
155,3319.0
156,3330.0
157,3341.0
158,3351.0
159,3362.0
160,3342.0
161,3345.0
162,3302.0
163,3258.0
164,3210.0
165,3184.0
166,3158.0
167,3133.0
168,3117.0
169,3160.0
170,3247.0
171,3292.0
172,3336.0
173,3358.0
174,3370.0
175,3382.0
176,3394.0
177,3415.0
178,3448.0
179,3480.0
180,3513.0
181,3545.0
182,3597.0
183,3649.0
184,3701.0
185,3753.0
186,3789.0
187,3819.0
188,3869.0
189,3900.0
190,3952.0
191,3966.0
192,3979.0
193,3992.0
194,4006.0
195,4025.0
196,4046.0
197,4067.0
198,4087.0
199,4104.0
200,4117.0
201,4143.0
202,4157.0
203,4223.0
204,4236.0
205,4197.0
206,4152.0
207,4118.0
208,4077.0
209,4035.0
210,3993.0
211,3951.0
212,3922.0
213,3911.0
214,3417.0
215,3406.0
216,3393.0
217,3406.0
218,3419.0
219,3432.0
220,3446.0
221,3470.0
222,3494.0
223,3518.0
224,3543.0
225,3578.0
226,3622.0
227,3666.0
228,3736.0
229,3796.0
230,3875.0
231,3953.0
232,4032.0
233,4111.0
234,4172.0
235,4231.0
236,4289.0
237,4347.0
238,4403.0
239,4457.0
240,4510.0
241,4564.0
242,4653.0
243,4670.0
244,4688.0
245,4706.0
246,4723.0
247,4727.0
248,4724.0
249,4722.0
250,4719.0
251,4711.0
252,4694.0
253,4677.0
254,4661.0
255,4672.0
256,4699.0
257,4726.0
258,4756.0
259,4779.0
260,4801.0
261,4821.0
262,4842.0
263,4862.0
264,4892.0
265,4948.0
266,4452.0
267,4508.0
268,4564.0
269,4570.0
270,4563.0
271,4556.0
272,4549.0
273,4581.0
274,4629.0
275,4678.0
276,4726.0
277,4769.0
278,4798.0
279,4827.0
280,4857.0
281,4887.0
282,4973.0
283,5059.0
284,5146.0
285,5232.0
286,5305.0
287,5368.0
288,5431.0
289,5494.0
290,5563.0
291,5648.0
292,5733.0
293,5818.0
294,5903.0
295,6027.0
296,6131.0
297,6235.0
298,6339.0
299,6423.0
300,6480.0
301,6536.0
302,6593.0
303,6635.0
304,6593.0
305,6569.0
306,6526.0
307,6484.0
308,6470.0
309,6455.0
310,6440.0
311,6422.0
312,6369.0
313,6261.0
314,6152.0
315,6029.0
316,5936.0
317,5732.0
318,5529.0
319,4608.0
320,4415.0
321,4268.0
322,4155.0
323,4042.0
324,3929.0
325,3905.0
326,3947.0
327,3990.0
328,4032.0
329,4076.0
330,4127.0
331,4176.0
332,4538.0
333,4590.0
334,4620.0
335,4645.0
336,4671.0
337,4894.0
338,4921.0
339,4948.0
340,4976.0
341,5004.0
342,5032.0
343,5063.0
344,5095.0
345,5291.0
346,5323.0
347,5401.0
348,5498.0
349,5595.0
350,5691.0
