step,y
1,11256.0
2,11847.0
3,8599.0
4,8831.0
5,8501.0
6,8194.0
7,8028.0
8,8916.0
9,8977.0
10,7195.0
11,6142.0
12,6559.0
13,8658.0
14,8211.0
15,7734.0
16,8584.0
17,8795.0
18,9171.0
19,8678.0
20,7921.0
21,7750.0
22,9991.0
23,9135.0
24,8375.0
25,10859.0
26,11855.0
27,10682.0
28,12226.0
29,9662.0
30,10646.0
31,10780.0
32,10529.0
33,7794.0
34,10069.0
35,12403.0
36,10695.0
37,10220.0
38,9817.0
39,11353.0
40,10810.0
41,9885.0
42,9751.0
43,7913.0
44,11201.0
45,9482.0
46,10991.0
47,14929.0
48,11153.0
49,11201.0
50,11456.0
51,12283.0
52,13678.0
53,9830.0
54,8274.0
55,9874.0
56,8933.0
57,8460.0
58,9282.0
59,8393.0
60,7250.0
61,9016.0
62,8212.0
63,7268.0
64,6896.0
65,5178.0
66,7387.0
67,9550.0
68,7529.0
69,7151.0
70,7477.0
71,8372.0
72,7745.0
73,6955.0
74,6912.0
75,8403.0
76,7004.0
77,8568.0
78,7454.0
79,8641.0
80,10484.0
81,11786.0
82,9960.0
83,9820.0
84,10747.0
85,10786.0
86,7966.0
87,9968.0
88,12266.0
89,10587.0
90,8995.0
91,8982.0
92,11725.0
93,10511.0
