step,y
1,2268.0
2,2447.0
3,2251.0
4,2516.0
5,1722.0
6,2060.0
7,2030.0
8,3027.0
9,2574.0
10,2380.0
11,1988.0
12,1813.0
13,1831.0
14,1736.0
15,2067.0
16,1766.0
17,1770.0
18,1647.0
19,1381.0
20,1495.0
21,2084.0
22,2534.0
23,2776.0
24,2345.0
25,3088.0
26,1914.0
27,1321.0
28,1607.0
29,1581.0
30,1659.0
31,1437.0
32,1412.0
33,1383.0
34,1772.0
35,2018.0
36,1686.0
37,2017.0
38,2419.0
39,2380.0
40,2338.0
41,2847.0
42,4185.0
43,2862.0
44,3132.0
45,2282.0
46,3791.0
47,3545.0
48,5081.0
49,2754.0
50,2358.0
51,2249.0
52,2663.0
53,2707.0
54,3271.0
55,2487.0
56,2540.0
57,1845.0
58,1871.0
59,1734.0
60,1678.0
61,2364.0
62,2758.0
63,1713.0
64,1643.0
65,1343.0
66,1456.0
67,1416.0
68,1504.0
69,1531.0
70,1343.0
71,1220.0
72,1331.0
73,1655.0
74,2917.0
75,2136.0
76,2093.0
77,2638.0
78,2141.0
79,1783.0
80,1274.0
81,1007.0
82,1206.0
83,1011.0
84,1050.0
85,1078.0
86,1114.0
87,1714.0
88,1449.0
89,1522.0
90,1961.0
91,2010.0
92,1822.0
93,2436.0
94,3269.0
95,2943.0
96,3021.0
97,2830.0
98,2922.0
99,3379.0
100,4610.0
101,2673.0
102,2224.0
103,2451.0
104,2262.0
105,2161.0
106,2797.0
107,2406.0
108,2236.0
109,1885.0
110,1691.0
111,1479.0
112,1769.0
113,2594.0
114,1840.0
115,1614.0
116,1387.0
117,1546.0
118,1294.0
119,1746.0
120,1262.0
121,1465.0
122,1492.0
123,1327.0
124,1287.0
125,1785.0
126,2061.0
127,1843.0
128,1884.0
129,1802.0
130,1981.0
131,1506.0
132,1655.0
133,1201.0
134,1198.0
135,1040.0
136,1067.0
137,1036.0
138,1028.0
139,1652.0
140,1144.0
141,1542.0
142,1521.0
143,1673.0
144,1678.0
145,2486.0
146,2842.0
147,3213.0
148,2559.0
149,2040.0
150,2657.0
151,3699.0
152,3831.0
153,3381.0
154,2289.0
155,2068.0
156,2817.0
157,3458.0
158,2257.0
159,1958.0
160,2160.0
161,2092.0
162,1757.0
163,1785.0
164,1686.0
165,2366.0
166,1725.0
167,1409.0
168,1442.0
169,1420.0
170,1302.0
171,1363.0
172,1356.0
173,1444.0
174,1428.0
175,1265.0
176,1234.0
177,1672.0
178,2408.0
179,2049.0
180,1932.0
181,1848.0
182,2473.0
183,1712.0
184,1277.0
185,1203.0
186,1142.0
187,1032.0
188,1058.0
189,898.0
190,931.0
191,1454.0
192,1065.0
193,1457.0
194,1465.0
195,1784.0
196,1846.0
197,2219.0
198,2868.0
199,2500.0
200,2689.0
201,2139.0
202,2367.0
203,3811.0
204,3157.0
205,4093.0
206,2630.0
207,2086.0
208,2303.0
209,2403.0
210,1891.0
211,2225.0
212,2085.0
213,2251.0
214,2076.0
215,1698.0
216,1595.0
217,2270.0
218,2056.0
219,1746.0
220,1563.0
221,1779.0
222,1095.0
223,1013.0
224,1650.0
225,1843.0
226,1780.0
227,1276.0
228,1839.0
229,1609.0
230,2922.0
231,2044.0
232,1736.0
233,1828.0
234,1931.0
235,1203.0
236,1472.0
237,1201.0
238,1186.0
239,970.0
240,1016.0
241,967.0
242,997.0
243,1259.0
244,1523.0
245,1865.0
246,1710.0
247,1909.0
248,2619.0
249,2202.0
250,3558.0
251,2808.0
252,2644.0
253,2186.0
254,3620.0
255,5116.0
256,3981.0
257,3979.0
258,2664.0
259,2097.0
260,2522.0
261,2886.0
262,2513.0
263,3007.0
264,2061.0
265,2204.0
266,1769.0
267,2503.0
268,2430.0
269,1804.0
270,2620.0
271,2059.0
272,1695.0
273,1512.0
274,1432.0
275,1495.0
276,1751.0
277,1169.0
278,1692.0
279,1618.0
280,1469.0
281,1581.0
282,2483.0
283,2180.0
284,1983.0
285,1675.0
286,1984.0
287,2062.0
288,1568.0
289,1238.0
290,1192.0
291,1252.0
292,1325.0
293,1291.0
294,1263.0
295,1259.0
296,1767.0
297,1398.0
298,1948.0
299,2384.0
300,3112.0
301,2780.0
302,2923.0
303,3701.0
304,3932.0
305,3141.0
306,2609.0
307,4905.0
308,3253.0
309,4399.0
310,2801.0
311,2136.0
312,2773.0
313,2650.0
314,2516.0
315,2822.0
316,2489.0
317,2150.0
318,1869.0
319,1681.0
320,2098.0
321,2101.0
322,2482.0
323,2665.0
324,1804.0
325,1640.0
326,1615.0
327,1361.0
328,1566.0
329,1657.0
330,1788.0
331,1499.0
332,1510.0
333,1314.0
334,1689.0
335,2438.0
336,2375.0
337,2019.0
338,2214.0
339,2194.0
340,1566.0
341,1403.0
342,1516.0
343,1417.0
344,1319.0
345,1328.0
346,1195.0
347,1182.0
348,1964.0
349,1750.0
350,1852.0
351,1912.0
352,2456.0
353,2513.0
354,2780.0
355,2820.0
356,3149.0
357,2753.0
358,2303.0
359,3343.0
360,3467.0
361,4358.0
362,2726.0
363,2038.0
364,2274.0
365,2467.0
366,2152.0
367,2893.0
368,2683.0
369,2739.0
370,2213.0
371,1975.0
372,1890.0
373,1675.0
374,3538.0
375,2219.0
376,1673.0
377,1377.0
378,1735.0
379,1504.0
380,1578.0
381,1307.0
382,1886.0
383,1584.0
384,1370.0
385,1487.0
386,1464.0
387,1626.0
388,1400.0
389,1705.0
390,1836.0
391,1630.0
392,1428.0
393,1306.0
394,1040.0
395,1211.0
396,977.0
397,1195.0
398,1193.0
399,911.0
400,1523.0
401,1289.0
402,1474.0
403,1640.0
404,1949.0
405,1683.0
406,2412.0
407,3759.0
408,3014.0
409,2349.0
410,2362.0
411,2737.0
412,3443.0
413,4397.0
414,2736.0
415,2306.0
416,2654.0
417,2062.0
418,2095.0
419,2180.0
420,2221.0
421,2383.0
422,1787.0
423,1591.0
424,1613.0
425,2521.0
426,2519.0
427,1948.0
428,1600.0
429,1542.0
430,1708.0
431,1393.0
432,1408.0
433,1484.0
434,1422.0
435,1436.0
436,1448.0
437,1340.0
438,1777.0
439,2080.0
440,1422.0
441,1968.0
442,1591.0
443,1827.0
444,1810.0
445,1522.0
446,1176.0
447,1368.0
448,1362.0
449,1248.0
450,1014.0
451,1163.0
452,2165.0
453,1770.0
454,1761.0
455,1802.0
456,2836.0
457,2454.0
458,3385.0
459,3745.0
460,3257.0
461,2764.0
462,2613.0
463,3165.0
464,3100.0
465,4030.0
466,3267.0
467,2503.0
468,2573.0
469,3030.0
470,2843.0
471,2863.0
472,3332.0
473,2935.0
474,2419.0
475,2313.0
476,2101.0
477,2064.0
478,2344.0
479,2484.0
480,2198.0
481,1796.0
482,1751.0
483,2034.0
484,2159.0
485,1440.0
486,1355.0
487,2010.0
488,1548.0
489,1649.0
490,1950.0
491,2620.0
492,1926.0
493,1529.0
494,1579.0
495,1944.0
496,2039.0
497,1834.0
498,1346.0
499,1563.0
500,1240.0
501,1319.0
502,1059.0
503,1227.0
504,1982.0
505,1771.0
506,1903.0
507,1920.0
508,3152.0
509,2826.0
510,3210.0
511,3727.0
512,3605.0
513,3314.0
514,3004.0
515,3496.0
516,4207.0
517,3302.0
518,4263.0
519,2563.0
520,3299.0
521,3937.0
522,3176.0
523,3267.0
524,2831.0
525,2697.0
526,2722.0
527,2965.0
528,2155.0
529,2107.0
530,2179.0
531,2346.0
532,2263.0
533,1924.0
534,1783.0
535,1544.0
536,1760.0
537,1966.0
538,1632.0
539,1503.0
540,1334.0
541,1634.0
542,1331.0
543,2092.0
544,1786.0
545,1198.0
546,1483.0
547,1655.0
548,2078.0
549,1651.0
550,1315.0
551,1412.0
552,1272.0
553,1337.0
554,1181.0
555,1234.0
556,1273.0
557,1557.0
558,1439.0
559,2050.0
