step,y
1,6767.0
2,7293.0
3,6742.0
4,6327.0
5,6070.0
6,6206.0
7,6727.0
8,8104.0
9,6022.0
10,5827.0
11,5245.0
12,5957.0
13,5696.0
14,5106.0
15,4985.0
16,5294.0
17,5162.0
18,4656.0
19,6756.0
20,5547.0
21,8630.0
22,6579.0
23,5068.0
24,5896.0
25,5637.0
26,5014.0
27,4586.0
28,4714.0
29,4961.0
30,5081.0
31,4505.0
32,4961.0
33,4455.0
34,6098.0
35,5536.0
36,4871.0
37,5360.0
38,6429.0
39,6528.0
40,5825.0
41,7009.0
42,10019.0
43,7408.0
44,6478.0
45,6843.0
46,13092.0
47,8729.0
48,10563.0
49,8374.0
50,6414.0
51,7233.0
52,6500.0
53,6386.0
54,5893.0
55,6017.0
56,6177.0
57,5426.0
58,4991.0
59,5862.0
60,5784.0
61,5541.0
62,5641.0
63,4527.0
64,4156.0
65,4445.0
66,4200.0
67,4150.0
68,4108.0
69,4535.0
70,4420.0
71,4358.0
72,3738.0
73,5842.0
74,5718.0
75,4047.0
76,5032.0
77,3729.0
78,4386.0
79,3715.0
80,3814.0
81,3672.0
82,5168.0
83,4874.0
84,4313.0
85,3840.0
86,4448.0
87,6222.0
88,5086.0
89,5547.0
90,6054.0
91,5498.0
92,4970.0
93,5894.0
94,8347.0
95,6327.0
96,6654.0
97,6217.0
98,9576.0
99,7641.0
100,9844.0
101,7574.0
102,5808.0
103,5590.0
104,6396.0
105,5651.0
106,4846.0
107,5077.0
108,5460.0
109,4887.0
110,4097.0
111,4735.0
112,4428.0
113,6638.0
114,4830.0
115,4763.0
116,4510.0
117,4992.0
118,4471.0
119,4437.0
120,4314.0
121,4695.0
122,5198.0
123,4307.0
124,3752.0
125,3384.0
126,4772.0
127,4317.0
128,3922.0
129,3293.0
130,4517.0
131,3948.0
132,3549.0
133,3908.0
134,6144.0
135,5047.0
136,5612.0
137,3771.0
138,3396.0
139,4609.0
140,3765.0
141,3870.0
142,4409.0
143,4920.0
144,4693.0
145,6634.0
146,7270.0
147,6023.0
148,5327.0
149,5020.0
150,8111.0
151,10338.0
152,8438.0
153,7898.0
154,7025.0
155,6603.0
156,6845.0
157,11095.0
158,6448.0
159,4613.0
160,5259.0
161,5666.0
162,6090.0
163,6103.0
164,4189.0
165,5902.0
166,4077.0
167,5029.0
168,4722.0
169,4402.0
170,3982.0
171,4070.0
172,4208.0
173,4150.0
174,3877.0
175,3845.0
176,4111.0
177,3797.0
178,6436.0
179,5380.0
180,4015.0
181,4094.0
182,4014.0
183,3641.0
184,3482.0
185,3462.0
186,3578.0
187,3572.0
188,3379.0
189,3343.0
190,3019.0
191,4862.0
192,3870.0
193,5151.0
194,5656.0
195,5468.0
196,4472.0
197,6342.0
198,6536.0
199,5273.0
200,6262.0
201,5846.0
202,6791.0
203,9641.0
204,9187.0
205,8564.0
206,5393.0
207,6959.0
208,7044.0
209,7567.0
210,7797.0
211,6413.0
212,5622.0
213,5904.0
214,4841.0
215,5464.0
216,4346.0
217,5642.0
