step,y
1,3450.0
2,3882.0
3,2185.0
4,2135.0
5,2005.0
6,1605.0
7,1642.0
8,1934.0
9,2000.0
10,1568.0
11,1294.0
12,1189.0
13,1788.0
14,1341.0
15,1401.0
16,1208.0
17,1846.0
18,1579.0
19,1658.0
20,1367.0
21,1292.0
22,1716.0
23,1410.0
24,1484.0
25,1509.0
26,1742.0
27,1727.0
28,2212.0
29,1564.0
30,2054.0
31,2190.0
32,2029.0
33,1527.0
34,1916.0
35,2263.0
36,1737.0
37,1620.0
38,1536.0
39,1767.0
40,1808.0
41,1716.0
42,1445.0
43,1504.0
44,2404.0
45,2344.0
46,2331.0
47,3041.0
48,2570.0
49,2348.0
50,2391.0
51,2179.0
52,2142.0
53,2047.0
54,2773.0
55,3491.0
56,2202.0
57,1967.0
58,1963.0
59,1673.0
60,1761.0
61,1630.0
62,1116.0
63,1583.0
64,1626.0
65,1592.0
66,1391.0
67,1742.0
68,1671.0
69,1411.0
70,1875.0
71,1744.0
72,1738.0
73,1400.0
74,1345.0
75,1556.0
76,1611.0
77,1853.0
78,1594.0
79,1818.0
80,2454.0
81,2572.0
82,2584.0
83,2776.0
84,3036.0
85,3647.0
86,2357.0
87,2695.0
88,3086.0
89,2379.0
90,1989.0
91,1862.0
92,2062.0
93,2276.0
