step,y
1,3350.0
2,3350.0
3,3350.0
4,3300.0
5,3279.0
6,3313.0
7,3280.0
8,3230.0
9,3183.0
10,3200.0
11,3220.0
12,3180.0
13,3145.0
14,3140.0
15,3150.0
16,3130.0
17,3110.0
18,3203.0
19,3160.0
20,3155.0
21,3098.0
22,3126.0
23,3108.0
24,3175.0
25,3215.0
26,3426.0
27,3376.0
28,3410.0
29,3426.0
30,3433.0
31,3513.0
32,3550.0
33,3577.0
34,3530.0
35,3570.0
36,3488.0
37,3532.0
38,3544.0
39,3483.0
40,3465.0
41,3488.0
42,3554.0
43,3560.0
44,3653.0
45,3597.0
46,3510.0
47,3480.0
48,3463.0
49,3392.0
50,3385.0
51,3352.0
52,3372.0
53,3410.0
54,3413.0
55,3488.0
56,3440.0
57,3413.0
58,3333.0
59,3335.0
60,3441.0
61,3486.0
62,3495.0
63,3493.0
64,3461.0
65,3445.0
66,3405.0
67,3420.0
68,3423.0
69,3387.0
70,3377.0
71,3382.0
72,3335.0
73,3213.0
74,3163.0
75,3192.0
76,3139.0
77,3224.0
78,3287.0
79,3313.0
80,3373.0
81,3328.0
82,3380.0
83,3337.0
84,3300.0
85,3305.0
86,3270.0
87,3264.0
88,3229.0
89,3223.0
90,3222.0
91,3218.0
92,3173.0
93,3102.0
94,3069.0
95,3133.0
96,3118.0
97,3082.0
98,3023.0
99,3010.0
100,2978.0
101,2980.0
102,3105.0
103,3075.0
104,3042.0
105,3018.0
106,3122.0
107,3208.0
108,3218.0
109,3300.0
110,3330.0
111,3413.0
112,3425.0
113,3348.0
114,3378.0
115,3453.0
116,3403.0
117,3477.0
118,3455.0
119,3498.0
120,3558.0
121,3532.0
122,3401.0
123,3425.0
124,3385.0
125,3460.0
126,3391.0
127,3467.0
128,3449.0
129,3403.0
130,3463.0
131,3393.0
132,3383.0
133,3325.0
134,3312.0
135,3322.0
136,3383.0
137,3410.0
138,3440.0
139,3492.0
140,3604.0
141,3798.0
142,3781.0
143,3795.0
144,3760.0
145,3830.0
146,3947.0
147,4021.0
148,4008.0
149,4110.0
150,4160.0
151,4105.0
152,4216.0
153,4180.0
154,4158.0
155,4150.0
156,4160.0
157,4248.0
158,4150.0
159,4183.0
160,4145.0
161,4257.0
162,4230.0
163,4273.0
164,4213.0
165,4160.0
166,4352.0
167,4305.0
168,4287.0
169,4237.0
170,4207.0
171,4333.0
172,4410.0
173,4335.0
174,4290.0
175,4325.0
176,4359.0
177,4392.0
178,4273.0
179,4313.0
180,4293.0
181,4352.0
182,4357.0
183,4398.0
184,4512.0
185,4550.0
186,4670.0
187,4680.0
188,4962.0
189,5110.0
190,5257.0
191,5473.0
192,6068.0
193,6030.0
194,6305.0
195,7000.0
196,6800.0
197,6150.0
198,6050.0
199,6200.0
200,6180.0
201,6120.0
202,6150.0
203,6150.0
204,6150.0
205,6000.0
206,5950.0
207,6400.0
208,6350.0
209,6340.0
210,6400.0
211,6490.0
212,6730.0
213,6750.0
214,6900.0
215,7000.0
216,7250.0
217,7200.0
218,7100.0
219,7350.0
220,7400.0
221,7400.0
222,7620.0
223,7650.0
224,7620.0
225,7560.0
226,7400.0
227,7480.0
228,7594.83
229,7445.53
230,7310.54
231,7414.43
232,7528.45
233,7407.52
234,7385.68
235,7422.66
236,7521.99
237,7619.17
238,7687.48
239,7739.55
240,7125.04
241,7663.5
242,7506.97
243,7536.69
244,7403.13
245,7261.07
246,7190.19
247,7199.01
248,7143.32
249,6845.58
250,6947.1
251,6943.59
252,6960.57
253,6947.12
254,7192.01
255,7269.15
256,7026.63
257,6938.65
258,6881.49
259,6926.64
260,7126.56
261,7236.81
262,7364.06
263,7327.12
264,7367.5
265,7236.88
266,7339.56
267,7252.13
268,7094.3
269,7288.42
270,7335.73
271,7328.33
272,7367.03
273,7327.89
274,7574.98
275,7431.79
276,7710.03
277,7744.08
278,7947.89
279,7820.62
280,7964.23
281,7702.85
282,7605.1
283,7702.42
284,7673.78
285,7506.68
286,7321.3
287,7322.65
288,7418.74
289,7267.28
290,7199.94
291,7169.08
292,6939.92
293,6795.8
294,6816.05
295,6851.6
296,6905.76
297,6762.55
298,7038.14
299,7384.34
300,7318.8
301,7260.79
302,7167.58
303,7152.95
304,7185.7
305,7183.61
306,7185.54
307,7318.04
308,7306.8
309,7217.07
310,7127.09
311,7135.86
312,7233.65
313,7275.0
314,7148.28
315,7163.66
316,7201.51
317,7227.54
318,7241.12
319,7330.01
320,7389.56
321,7391.94
322,7352.06
323,7473.23
324,7645.54
325,7737.73
326,7893.58
327,7894.73
328,7968.24
329,8128.13
330,8156.48
331,8206.1
332,8145.44
333,8304.15
334,8423.12
335,8516.1
336,8289.6
337,8260.42
338,8192.62
339,8277.23
340,8254.25
341,8188.64
342,8278.18
343,8261.04
344,8318.77
345,8236.22
346,8438.66
347,8431.29
348,8234.55
349,8193.25
350,8154.41
351,8093.97
352,8225.43
353,8143.47
354,8137.19
355,7934.78
356,7891.98
357,7856.93
358,7700.71
359,7656.05
360,7581.98
361,7434.5
362,7476.68
363,7345.86
364,7376.12
365,7237.63
366,7340.38
367,7304.01
368,7279.99
369,7443.99
370,7486.66
371,7346.35
372,7476.5
373,7440.78
374,7675.09
375,7616.6
376,7504.92
377,7434.39
378,7369.7
379,7462.49
380,7379.39
381,7393.39
382,7464.87
383,7394.15
384,7332.83
385,7181.96
386,7169.37
387,7182.59
388,7222.48
389,7243.82
390,7199.5
391,7265.45
392,7355.39
393,7245.85
394,7260.55
395,7449.29
396,7448.88
397,7409.75
398,7485.78
399,7440.45
400,7411.48
401,7313.67
402,7201.92
403,7173.29
404,7148.75
405,7205.99
406,7056.05
407,7071.29
408,7031.79
409,7226.09
410,7149.07
411,6971.88
412,7204.28
413,7258.92
414,7244.85
415,7270.58
416,7047.38
417,7230.31
418,7463.44
419,7432.7
420,7215.63
421,7086.82
422,7001.12
423,7119.28
424,7091.79
425,7004.3
426,7012.04
427,7021.85
428,7022.81
429,6987.93
430,6977.09
431,6917.0
432,6978.09
433,7017.58
434,6844.5
435,6882.73
436,6852.31
437,6787.9
438,6751.9
439,6775.87
440,6836.14
441,6881.23
442,6915.92
