step,y
1,216.5
2,209.14
3,213.35
4,217.94
5,220.96
6,225.49
7,232.55
8,238.68
9,242.81
10,246.38
11,253.65
12,250.36
13,261.07
14,266.4
15,265.11
16,258.71
17,261.81
18,260.88
19,260.47
20,260.3
21,259.45
22,258.29
23,259.57
24,261.37
25,259.29
26,260.88
27,258.06
28,258.82
29,257.0
30,260.09
31,257.75
32,259.39
33,260.33
34,260.87
35,259.66
36,258.38
37,255.51
38,251.63
39,254.14
40,247.0
41,246.31
42,243.09
43,241.02
44,234.28
45,234.9
46,238.56
47,241.23
48,238.96
49,239.31
50,240.55
51,238.68
52,239.91
53,235.21
54,237.01
55,237.97
56,239.93
57,240.37
58,243.63
59,242.05
60,240.71
61,245.76
62,248.5
63,249.16
64,246.95
65,252.08
66,253.09
67,249.54
68,250.34
69,249.44
70,249.37
71,253.47
72,252.25
73,251.03
74,251.91
75,250.3
76,251.63
77,248.52
78,251.71
79,250.86
80,251.49
81,250.83
82,253.1
83,254.35
84,253.82
85,254.87
86,255.39
87,254.74
88,252.71
89,254.0
90,253.24
91,255.94
92,256.23
93,256.78
94,254.97
95,256.39
96,258.26
97,258.69
98,260.69
99,259.41
100,260.33
101,260.77
102,259.36
103,256.85
104,258.4
105,259.58
106,288.59
107,292.21
108,290.16
109,281.68
110,274.74
111,275.33
112,273.58
113,274.99
114,275.55
115,273.68
116,273.63
117,274.28
118,278.8
119,278.8
120,283.06
121,276.66
122,277.86
123,278.69
124,278.89
125,278.38
126,277.85
127,279.79
128,281.28
129,281.1
130,280.24
131,276.65
132,280.85
133,279.67
134,280.4
135,281.0
136,281.36
137,281.41
138,282.8
139,283.25
140,283.71
141,282.86
142,283.49
143,283.03
144,287.15
145,287.34
146,282.93
147,281.23
148,283.71
149,284.98
150,284.64
151,282.03
152,281.78
153,282.73
154,281.13
155,281.8
156,282.1
157,279.81
158,279.24
159,278.47
160,279.17
161,279.27
162,276.01
163,279.22
164,281.63
165,290.48
166,291.72
167,294.79
168,293.67
169,293.12
170,291.53
171,291.0
172,300.51
173,302.88
174,304.63
175,301.35
176,303.3
177,299.33
178,301.61
179,299.3
180,299.44
181,300.87
182,302.2
183,304.81
184,306.48
185,305.05
186,307.44
187,306.56
188,304.82
189,306.3
190,306.73
191,309.19
192,313.61
193,315.38
194,314.8
195,315.24
196,315.03
197,321.25
198,322.53
