step,y
1,276.18
2,271.61
3,256.55
4,230.31
5,234.65
6,257.94
7,278.85
8,274.05
9,262.57
10,285.11
11,270.42
12,256.31
13,250.64
14,265.28
15,273.54
16,270.19
17,265.54
18,258.78
19,249.3
20,264.46
21,247.27
22,250.72
23,270.63
24,264.31
25,271.59
26,249.04
27,274.43
28,266.14
29,274.13
30,248.91
31,254.53
32,269.6
33,263.41
34,254.99
35,251.05
36,272.01
37,303.39
38,265.35
39,242.52
40,267.05
41,298.56
42,280.01
43,266.6
44,278.06
45,315.61
46,315.7
47,280.81
48,285.14
49,313.92
50,310.25
51,322.31
52,328.97
53,375.72
54,372.08
55,364.35
56,327.34
57,332.7
58,349.14
59,358.19
60,362.98
61,356.56
62,385.26
63,360.17
64,344.16
65,334.62
66,371.73
67,383.75
68,369.84
69,316.39
70,333.61
71,331.52
72,320.88
73,305.03
74,303.67
75,360.24
76,337.54
77,329.42
78,314.99
79,329.87
80,346.6
81,322.52
82,278.17
83,306.89
84,344.92
85,321.17
86,292.57
87,293.23
88,330.72
89,343.11
90,310.06
91,284.47
92,316.64
93,347.39
94,348.2
95,305.92
96,303.41
97,363.56
98,370.79
99,346.51
100,337.69
101,378.44
102,376.31
103,369.71
104,360.42
105,345.21
106,389.25
107,368.16
108,342.72
109,323.08
110,368.8
111,379.01
112,389.08
113,347.47
114,417.05
115,401.44
116,349.16
117,350.93
118,392.75
119,406.39
120,396.4
121,313.76
122,294.11
123,336.91
124,339.41
125,313.15
126,314.52
127,382.25
128,371.71
129,370.85
130,299.11
131,347.4
132,389.72
133,351.81
134,295.35
135,302.37
136,347.68
137,327.33
138,293.83
139,313.02
140,331.47
141,355.06
142,324.45
143,277.68
144,311.48
145,337.0
146,355.38
147,290.12
148,286.82
149,375.93
150,363.02
151,333.05
152,304.02
153,336.66
154,346.28
155,338.8
156,322.49
157,333.03
158,370.89
159,377.86
160,335.14
161,305.03
162,348.76
163,370.18
164,361.99
165,319.17
166,372.96
167,393.85
168,356.92
169,312.13
170,325.61
171,416.64
172,374.16
173,326.64
174,290.91
175,346.16
176,330.67
177,304.72
178,279.75
179,329.9
180,338.3
181,348.85
182,297.36
183,307.54
184,360.27
185,336.95
186,317.4
187,283.12
188,344.32
189,342.44
190,329.83
191,312.93
192,347.2
193,432.18
194,389.82
195,332.35
196,323.41
197,389.37
198,398.74
199,351.08
200,325.35
201,388.22
202,390.59
203,380.77
204,336.01
205,367.11
206,418.43
207,414.79
208,409.92
209,387.15
210,440.03
211,418.19
212,398.58
213,342.57
214,359.42
215,367.41
216,368.65
217,368.66
218,368.37
219,401.06
220,391.03
221,334.34
222,349.74
223,442.89
224,416.92
225,383.35
226,331.26
227,377.58
228,353.8
229,355.88
230,329.57
231,396.29
232,395.06
233,392.6
234,352.3
235,349.95
236,419.58
237,401.55
238,363.9
239,338.81
240,386.76
241,364.32
242,364.61
243,361.36
244,364.92
245,428.59
246,406.05
247,382.34
248,355.96
249,447.21
250,437.32
251,375.82
252,344.64
253,385.19
254,464.57
255,442.21
256,380.08
257,396.17
258,459.96
259,437.86
260,446.6
261,453.27
262,482.35
263,466.97
264,454.46
265,385.86
266,395.11
267,455.77
268,426.07
269,409.95
270,392.84
271,433.66
272,430.25
273,409.08
274,399.63
275,493.74
276,457.89
277,478.38
278,374.99
279,398.02
280,398.0
281,408.8
282,368.31
283,439.59
284,460.78
285,435.09
286,408.8
287,384.01
288,457.78
289,406.9
290,358.58
291,364.86
292,377.76
293,408.93
294,413.16
295,354.44
296,358.93
297,455.55
298,421.4
299,397.29
300,370.8
301,448.09
302,435.65
303,390.35
304,373.79
305,371.32
306,503.99
307,443.25
308,408.77
309,395.39
310,439.8
311,416.43
312,459.27
313,479.02
314,470.35
315,448.26
316,441.44
317,393.89
318,393.07
319,441.43
320,433.43
321,437.54
322,402.68
323,457.36
324,445.79
325,443.07
326,405.85
327,503.27
328,496.65
329,500.44
330,425.57
331,444.12
332,435.6
333,425.6
334,389.44
335,440.06
336,521.64
337,499.52
338,475.71
339,438.83
340,515.95
341,538.13
342,485.77
343,453.06
344,484.7
345,543.28
346,535.16
347,493.19
348,478.38
349,603.99
350,572.81
351,563.53
352,499.98
353,574.07
354,613.77
355,544.58
356,470.88
357,501.67
358,567.68
359,572.15
360,505.84
361,483.68
362,566.67
363,576.09
364,562.44
365,574.91
366,632.94
367,622.71
368,596.5
369,529.27
370,520.59
371,615.96
372,573.52
373,582.35
374,527.94
375,622.85
376,565.26
377,560.51
378,513.33
379,602.15
380,661.33
381,650.84
382,601.92
383,578.74
384,645.82
385,612.05
386,604.43
387,619.02
388,694.13
389,680.65
390,674.16
391,607.15
392,694.38
393,724.56
394,674.43
395,612.5
396,620.29
397,745.54
398,715.66
399,669.21
400,625.95
401,708.14
402,734.59
403,694.14
404,619.42
405,654.25
406,745.51
407,742.24
408,618.73
409,604.56
410,774.96
411,756.85
412,722.22
413,684.21
414,797.83
415,782.02
416,777.2
417,753.38
418,763.65
419,872.84
420,806.59
421,748.26
422,701.67
423,788.64
424,775.64
425,812.83
426,749.28
427,852.27
428,852.94
429,823.27
430,761.76
431,857.42
432,927.69
433,927.79
434,811.63
435,716.68
436,770.13
437,724.76
438,688.55
439,690.65
440,752.71
441,773.32
442,744.64
443,696.65
444,724.03
445,792.52
446,791.79
447,652.67
448,633.6
449,759.43
450,709.52
451,675.4
452,647.85
453,710.83
454,774.31
455,750.48
456,655.46
457,694.3
458,748.71
459,751.53
460,683.97
461,636.15
462,758.02
463,795.13
464,758.79
465,729.26
466,783.62
467,793.05
468,800.49
469,747.87
470,789.87
471,900.62
472,846.17
473,816.19
474,730.72
475,849.86
476,814.82
477,816.62
478,763.01
479,879.61
480,906.44
