step,y
1,3717.5
2,3824.9
3,3807.9
4,3706.6
5,3658.0
6,3597.1
7,3496.0
8,3444.7
9,3438.6
10,3425.2
11,3449.0
12,3467.5
13,3480.8
14,3455.2
15,3507.6
16,3517.9
17,3530.6
18,3492.6
19,3451.8
20,3463.1
21,3404.5
22,3417.7
23,3374.3
24,3460.3
25,3461.5
26,3508.5
27,3447.9
28,3479.1
29,3469.5
30,3471.8
31,3435.4
32,3414.7
33,3441.8
34,3417.4
35,3422.8
36,3410.4
37,3428.5
38,3458.4
39,3498.2
40,3428.4
41,3440.9
42,3457.6
43,3444.3
44,3414.0
45,3377.8
46,3456.6
47,3450.7
48,3453.0
49,3426.3
50,3489.5
51,3462.5
52,3519.7
53,3523.2
54,3562.7
55,3598.6
56,3490.7
57,3465.2
58,3371.9
59,3404.0
60,3377.3
61,3367.8
62,3327.6
63,3350.9
64,3345.1
65,3383.8
66,3346.4
67,3358.9
68,3431.7
69,3427.2
70,3485.5
71,3375.3
72,3389.1
73,3351.9
74,3337.2
75,3319.7
76,3340.0
77,3376.2
78,3432.4
79,3395.9
80,3389.0
81,3419.2
82,3418.7
83,3425.5
84,3359.8
85,3407.1
86,3370.0
87,3376.2
88,3329.1
89,3357.6
90,3345.4
91,3437.8
92,3409.9
93,3358.8
94,3458.7
95,3407.3
96,3431.7
97,3400.5
98,3481.8
99,3427.2
100,3472.9
101,3418.8
102,3498.9
103,3508.3
104,3548.6
105,3546.1
106,3539.5
107,3694.1
108,3576.9
109,3514.5
110,3433.9
111,3438.9
112,3392.8
113,3393.3
114,3333.4
115,3386.1
116,3384.4
117,3440.4
118,3400.8
119,3371.4
120,3512.8
121,3507.6
122,3552.9
123,3463.2
124,3472.8
125,3379.8
126,3400.9
127,3370.1
128,3385.8
129,3462.3
130,3491.4
131,3512.5
132,3437.1
133,3530.7
134,3512.1
135,3549.5
136,3478.7
137,3519.9
138,3477.2
139,3497.4
140,3456.6
141,3473.9
142,3492.7
143,3538.2
144,3581.7
145,3462.9
146,3628.5
147,3530.0
148,3571.6
149,3539.6
150,3580.4
151,3586.7
152,3550.0
153,3567.1
154,3596.2
155,3642.5
156,3656.2
157,3761.5
158,3693.5
159,3957.3
160,3777.6
161,3729.2
162,3693.4
163,3692.0
164,3638.0
165,3601.2
166,3540.0
167,3585.0
168,3611.9
169,3621.5
170,3632.3
171,3591.6
172,3743.5
173,3702.0
174,3760.8
175,3700.0
176,3738.9
177,3621.8
178,3652.9
179,3626.4
180,3704.2
181,3751.6
182,3733.5
183,3832.4
184,3703.7
185,3911.6
186,3804.1
187,3770.5
188,3714.4
189,3754.9
190,3731.6
191,3753.5
192,3729.5
193,3712.3
194,3728.7
195,3821.8
196,3874.6
197,3764.7
198,3887.5
199,3774.9
200,3829.5
201,3758.6
202,3772.9
203,4116.2
204,4113.0
205,4113.8
206,4091.1
207,4156.5
208,4141.2
209,4269.4
210,4184.4
211,4445.6
212,4296.7
213,4226.7
214,4123.8
215,4058.0
216,4052.1
217,3963.7
218,4019.0
219,3984.9
220,4034.5
221,3985.8
222,4004.2
223,3929.2
224,4113.0
225,4071.6
226,4166.1
227,4051.4
228,4035.0
229,3959.6
230,3958.8
231,3930.5
232,3924.9
233,4047.2
234,4003.0
235,4080.2
236,3951.3
237,4120.5
238,4121.4
239,4085.6
240,4011.5
241,4042.8
242,4064.3
243,4073.8
244,4048.9
245,4009.5
246,4072.1
247,4151.9
248,4176.9
249,4072.3
250,4258.3
251,4155.2
252,4327.4
253,4209.0
254,4262.2
255,4325.7
256,4286.1
257,4338.8
258,4314.0
259,4369.3
260,4360.3
261,4418.5
262,4454.3
263,4603.1
264,4514.5
265,4444.9
266,4322.4
267,4237.1
268,4345.0
269,4299.9
270,4246.7
271,4233.1
272,4326.5
273,4299.1
274,4355.6
275,4413.2
276,4463.6
277,4525.4
278,4503.4
279,4420.2
280,4345.3
281,4388.0
282,4361.4
283,4376.6
284,4280.9
285,4326.8
286,4308.0
287,4377.8
288,4255.6
289,4359.6
290,4371.3
291,4049.2
292,3975.9
293,3930.5
294,4058.8
295,4028.5
296,4060.1
297,4004.6
298,4040.9
299,4156.4
300,4188.4
301,4078.0
302,4095.3
303,4212.0
304,4193.0
305,4203.2
306,4168.6
307,4001.7
308,3999.5
309,3991.0
310,3923.6
311,4058.7
312,4023.2
313,4063.1
314,4062.5
315,4154.4
316,4243.8
317,4075.6
318,4036.9
319,3912.8
320,3969.6
321,3929.3
322,3943.5
323,3886.1
324,3951.8
325,3952.0
326,3976.5
327,3893.6
328,3972.9
329,4082.2
330,4110.2
331,4117.3
332,4001.7
333,4037.9
334,3984.0
335,3987.8
336,3927.7
337,4023.3
338,4027.7
339,4085.2
340,4003.1
341,4051.3
342,4131.3
343,4086.7
344,4035.6
345,3989.6
346,4124.3
347,4120.4
348,4080.0
349,3932.2
350,3982.2
351,4039.7
352,4098.9
353,4012.3
354,3975.0
355,4117.5
356,4064.1
357,4052.9
358,3963.8
359,4100.8
360,4076.5
361,4123.1
362,4056.4
363,4211.8
364,4175.1
365,4201.9
366,4214.9
367,4216.9
368,4430.4
369,4270.3
370,4229.4
371,4053.7
372,4144.0
373,4065.9
374,4053.7
375,3813.5
376,3892.3
377,3886.8
378,3882.1
379,3815.9
380,3838.4
381,4025.2
382,4010.5
383,4011.3
384,3890.1
385,3928.2
386,3893.0
387,3891.3
388,3840.1
389,3935.3
390,3957.2
391,3980.4
392,3921.6
393,3892.5
394,4039.0
395,4005.4
396,3969.4
397,3916.4
398,4031.9
399,4004.7
400,4006.1
401,3870.2
402,3923.4
403,4000.4
404,4027.2
405,3973.9
406,3888.7
407,4097.6
408,4077.0
409,4070.3
410,3996.9
411,4113.7
412,4085.3
413,4135.7
