step,y
1,9603.0
2,10446.0
3,4543.0
4,6245.0
5,5852.0
6,6163.0
7,6221.0
8,7015.0
9,6243.0
10,5125.0
11,3987.0
12,3789.0
13,3701.0
14,3724.0
15,3749.0
16,3818.0
17,3678.0
18,3584.0
19,3617.0
20,4921.0
21,4720.0
22,5609.0
23,5517.0
24,5147.0
25,6383.0
26,6274.0
27,6872.0
28,4199.0
29,4131.0
30,3896.0
31,3876.0
32,3883.0
33,3887.0
34,3860.0
35,3748.0
36,3743.0
37,3880.0
38,3824.0
39,3619.0
40,3492.0
41,3599.0
42,3625.0
43,3630.0
44,3833.0
45,3795.0
46,3862.0
47,3990.0
48,5189.0
49,7243.0
50,9323.0
51,3167.0
52,3119.0
53,2961.0
54,2870.0
55,2692.0
56,2525.0
57,2879.0
58,2898.0
59,2792.0
60,2739.0
61,2676.0
62,2492.0
63,2453.0
64,2542.0
65,2500.0
66,2448.0
67,2484.0
68,2522.0
69,2632.0
70,2628.0
71,2525.0
72,2577.0
73,2633.0
74,2652.0
75,2641.0
76,2796.0
77,2959.0
78,3154.0
79,3210.0
80,3326.0
81,3449.0
82,3593.0
83,3428.0
84,3409.0
85,3487.0
86,3556.0
87,3578.0
88,3526.0
89,3612.0
90,3525.0
91,3352.0
92,4171.0
93,3637.0
