step,y
1,2928.5
2,2907.5
3,3041.7
4,2976.9
5,3119.2
6,3244.8
7,3119.1
8,3176.9
9,3412.0
10,3511.6
11,3283.6
12,3163.8
13,3265.7
14,3410.4
15,3533.8
16,3681.2
17,4154.4
18,4303.8
19,4548.9
20,4989.5
21,4947.4
22,4607.3
23,4599.6
24,4534.3
25,4356.9
26,4289.6
27,4167.2
28,4521.3
29,4247.4
30,4115.1
31,4422.2
32,4232.9
33,4123.8
34,4103.4
35,4131.3
36,4137.0
37,4049.6
38,3890.3
39,3810.4
40,4192.9
41,4223.7
42,4487.0
43,4657.9
44,4808.5
45,5157.2
46,4649.7
47,4362.6
48,4079.4
49,4460.2
50,4317.8
51,4221.0
52,4202.9
53,4201.7
54,4157.9
55,3997.1
56,4085.0
57,4310.1
58,4268.4
59,4362.8
60,4393.8
61,4309.2
62,4551.9
63,4453.1
64,4139.6
65,4152.0
66,4264.4
67,4672.0
68,4603.8
69,4418.2
70,4294.2
71,4291.0
72,4201.4
73,4215.0
74,4163.1
75,3997.2
76,4183.2
77,4043.3
78,3935.5
79,4382.4
80,4164.8
81,4000.6
82,3993.8
83,4027.5
84,4000.9
85,3940.1
86,4100.2
87,4175.2
88,4192.7
89,4335.3
90,4243.7
91,4239.8
92,4270.9
93,4240.1
94,4158.6
95,4075.1
96,4236.1
97,4475.3
98,4509.5
99,4305.6
100,4418.0
101,4556.6
102,4794.3
103,4833.4
104,4945.6
105,4702.1
106,5486.8
107,5057.3
108,5349.9
109,5064.5
110,4962.0
111,4699.5
112,4793.7
113,5007.5
114,4957.8
115,5104.2
116,5078.0
117,4500.1
118,4568.5
119,4572.8
120,4665.7
121,4568.8
122,4518.0
123,4507.7
124,4318.8
125,4169.7
126,4211.7
127,4092.5
128,4123.0
129,3799.3
130,3777.6
131,3781.5
132,3773.8
133,3652.7
134,3737.7
135,3639.6
136,3480.8
137,3387.1
138,3365.7
139,3442.0
140,3484.8
141,3941.9
142,3851.6
143,3746.9
144,3607.6
145,3780.6
146,3761.5
147,3702.5
148,3745.9
149,3932.7
150,3808.6
151,3948.4
152,3935.7
153,3863.4
154,3723.2
155,4229.7
156,4026.6
157,3895.6
158,4110.8
159,4183.6
160,4124.4
161,4183.5
162,4077.8
163,4099.9
164,4242.2
165,4638.0
166,4579.3
167,4280.9
168,4163.5
169,4131.4
170,4216.4
171,4155.1
172,4074.7
173,4151.9
174,4186.7
175,4404.6
176,4206.5
177,4221.3
178,4143.9
179,4316.9
180,4386.8
181,4067.0
182,4059.4
183,4159.5
184,4037.6
185,3939.7
186,4119.5
187,4289.0
188,4821.9
189,4855.8
190,5025.7
191,4833.8
192,4508.3
193,4581.1
194,4521.2
195,4456.8
196,4159.0
197,3996.3
198,4024.8
199,4190.7
200,3966.3
201,4249.0
202,4211.8
203,4295.2
204,4468.6
205,4582.6
206,4931.0
207,5231.4
208,5038.8
209,4722.2
210,4637.6
211,4554.0
212,5016.0
213,5182.1
214,4813.5
215,4768.0
216,4646.5
217,4873.0
218,4584.6
219,4679.2
220,4595.9
221,4649.5
222,4792.7
223,5173.4
224,5646.8
225,5585.1
226,5493.4
227,5462.7
228,5296.1
229,5315.3
230,5371.0
231,5421.9
232,5178.1
233,5643.5
234,5810.1
235,5690.4
236,5904.8
237,5850.1
238,5820.7
239,5691.8
240,5626.5
241,5656.1
242,5564.5
243,5873.9
244,5792.0
245,6094.9
246,6057.6
247,5820.5
248,5657.4
249,5546.1
250,5463.1
251,5666.9
252,5544.9
253,5613.8
254,5524.7
255,5969.7
256,5854.4
257,5885.6
258,5738.1
259,5607.0
260,5803.3
261,5725.1
262,6163.5
263,6048.4
264,5813.5
265,5886.3
266,6009.7
267,6078.0
268,5918.2
269,5715.4
270,5660.5
271,5756.0
272,5773.8
273,5944.3
274,6025.0
275,5363.1
276,5452.9
277,5540.8
278,5510.5
279,5525.0
280,5371.7
281,5290.8
282,5212.1
283,5295.0
284,4923.1
285,4810.0
286,4609.8
287,4604.7
288,4546.0
289,4567.2
290,4618.2
291,4724.1
292,4786.2
293,4713.6
294,4783.8
295,5169.9
296,5226.8
297,5243.0
298,5267.5
299,5357.7
300,5891.8
301,5839.1
302,5966.6
303,6198.6
304,6139.9
305,6319.6
306,6539.4
307,6734.1
308,6462.5
309,6159.9
310,6477.1
311,6065.4
312,6032.8
313,6430.1
314,6528.4
315,6502.0
316,6026.0
317,5893.9
318,6122.2
319,6311.5
320,6789.9
321,6185.9
322,5958.3
323,6044.7
324,6261.4
325,6344.8
326,6425.7
327,6721.9
328,6521.1
329,6533.5
330,6705.5
331,6768.5
332,6759.9
333,6574.1
334,6508.3
335,6614.9
336,6877.3
337,6812.4
338,6133.5
339,6000.5
340,6299.2
341,6254.1
342,6298.8
343,6316.5
344,6664.0
345,6958.9
346,7225.4
347,7354.2
348,7297.1
349,7444.0
350,7587.5
351,7022.5
352,6869.6
353,6703.3
354,6529.3
355,6484.9
356,6370.2
357,6283.7
358,6164.3
359,6451.7
360,6545.3
361,6681.6
362,6704.2
363,6619.2
364,6397.9
365,6792.2
366,6985.2
367,6920.0
368,6692.5
369,6797.5
370,6697.8
371,6207.3
372,6211.5
373,6454.2
374,6453.3
375,6574.7
376,6673.3
377,6311.2
378,6269.6
379,6163.0
380,6307.3
381,6566.4
382,6412.4
383,6274.1
384,6145.6
385,6487.9
386,6279.4
387,6163.2
388,6176.1
389,6402.5
390,6143.0
391,6135.7
392,5964.6
393,5774.4
394,5807.9
395,5852.7
396,5866.4
397,6006.1
398,6201.4
399,5982.3
400,5978.8
401,6079.8
402,6105.1
403,5818.5
404,5742.8
405,5722.3
406,5896.6
407,5878.2
408,5677.8
409,5972.5
410,5677.8
411,5676.3
412,5759.1
413,5699.8
414,5759.0
415,5736.7
416,5450.6
417,5654.0
418,5719.2
419,5865.9
420,5935.5
421,6380.4
422,5729.6
423,5908.5
424,5986.5
425,6445.6
426,6735.8
427,6917.6
428,6744.5
429,5749.0
430,5521.7
431,5665.7
432,5433.4
433,5496.5
434,5581.3
435,5416.7
436,5247.9
437,5695.9
438,5332.9
439,5176.9
440,5203.2
441,5559.1
442,5125.7
443,5076.3
444,5087.5
445,5367.8
446,5173.5
447,5257.5
448,5189.8
449,5103.3
450,5003.1
451,5251.9
452,5300.5
453,5909.3
454,5803.9
455,5220.9
456,5313.8
457,5351.2
458,5598.2
459,5530.4
460,5487.5
461,5389.1
462,5411.4
463,5611.1
464,5554.1
465,5691.7
466,5940.0
467,5989.3
468,6816.2
469,6559.3
470,6860.2
471,6753.2
472,6669.2
473,7338.8
474,7171.2
475,7243.7
476,7534.7
477,7145.7
478,6919.7
479,7007.4
480,7187.7
481,6964.8
482,6798.9
483,6085.9
484,6173.6
485,6097.7
486,6063.3
487,6300.8
488,6165.9
489,6030.1
490,5967.3
491,6370.9
492,6363.5
493,6159.7
494,5972.0
495,5973.8
496,6237.5
497,6359.7
498,6428.1
499,6950.6
500,7025.8
501,7822.0
502,8530.3
503,8445.9
504,8196.0
505,8184.9
506,8017.4
507,7780.9
508,7006.7
509,7077.2
510,7136.4
511,7146.1
512,7173.3
513,7040.4
514,7061.9
515,7237.1
516,7300.6
517,7241.6
518,7285.5
519,7273.1
520,7130.3
521,6573.9
522,6645.1
523,6713.2
524,6947.6
525,6916.3
526,6589.3
527,6519.1
528,6444.1
529,6463.3
