step,y
1,5480.0
2,6025.0
3,4607.0
4,4719.0
5,4641.0
6,4104.0
7,3898.0
8,4369.0
9,4712.0
10,3797.0
11,3229.0
12,3076.0
13,4155.0
14,3824.0
15,3434.0
16,3615.0
17,4982.0
18,4159.0
19,4106.0
20,3712.0
21,3571.0
22,4438.0
23,3962.0
24,3901.0
25,4237.0
26,5077.0
27,4666.0
28,5172.0
29,4606.0
30,5052.0
31,5152.0
32,4903.0
33,3651.0
34,4870.0
35,6374.0
36,5004.0
37,5019.0
38,4556.0
39,4702.0
40,5203.0
41,4503.0
42,4566.0
43,3996.0
44,5527.0
45,5030.0
46,5600.0
47,6583.0
48,5875.0
49,5257.0
50,5568.0
51,7614.0
52,7197.0
53,4849.0
54,4269.0
55,5514.0
56,4429.0
57,4995.0
58,5402.0
59,4500.0
60,3932.0
61,4640.0
62,4396.0
63,4150.0
64,3631.0
65,2802.0
66,3638.0
67,4700.0
68,4396.0
69,3498.0
70,4154.0
71,3912.0
72,3550.0
73,3598.0
74,4095.0
75,4831.0
76,4467.0
77,4242.0
78,3445.0
79,4262.0
80,5414.0
81,5535.0
82,4926.0
83,4816.0
84,5557.0
85,5197.0
86,3914.0
87,4856.0
88,5834.0
89,5014.0
90,4424.0
91,3970.0
92,4932.0
93,4835.0
