step,y
1,3400.0
2,4469.0
3,3262.0
4,3474.0
5,3189.0
6,2996.0
7,2628.0
8,3079.0
9,3422.0
10,2585.0
11,2358.0
12,2202.0
13,2809.0
14,2742.0
15,2566.0
16,2851.0
17,2566.0
18,2487.0
19,2912.0
20,2502.0
21,2352.0
22,3159.0
23,2648.0
24,2875.0
25,3226.0
26,3384.0
27,3179.0
28,3257.0
29,2616.0
30,2990.0
31,3201.0
32,2633.0
33,2008.0
34,3380.0
35,4438.0
36,3148.0
37,3438.0
38,3058.0
39,3578.0
40,3585.0
41,3002.0
42,2901.0
43,2738.0
44,3767.0
45,3440.0
46,3756.0
47,4636.0
48,3869.0
49,3658.0
50,3865.0
51,4257.0
52,4005.0
53,3306.0
54,2893.0
55,3042.0
56,3350.0
57,3480.0
58,4120.0
59,3248.0
60,2799.0
61,3448.0
62,3396.0
63,2719.0
64,2659.0
65,2125.0
66,2764.0
67,3408.0
68,2520.0
69,2157.0
70,2972.0
71,3097.0
72,2901.0
73,2590.0
74,2676.0
75,3139.0
76,2741.0
77,2975.0
78,2598.0
79,2895.0
80,3997.0
81,3952.0
82,3296.0
83,3338.0
84,3522.0
85,3138.0
86,2128.0
87,2955.0
88,3950.0
89,3260.0
90,3003.0
91,2981.0
92,3182.0
93,3275.0
