step,y
1,3164.1
2,3207.3
3,3200.7
4,3233.8
5,3159.3
6,3041.2
7,3091.3
8,3007.2
9,2972.7
10,2907.3
11,3039.6
12,3077.5
13,3037.8
14,3112.1
15,3000.9
16,2996.4
17,3113.3
18,3258.3
19,3548.7
20,3348.0
21,3294.3
22,3197.9
23,3536.3
24,3627.6
25,3590.0
26,3358.1
27,3317.9
28,3347.1
29,3343.5
30,3253.9
31,2991.6
32,3013.3
33,2747.4
34,2622.3
35,2609.8
36,2530.4
37,2544.6
38,2565.9
39,2743.9
40,2655.7
41,2684.4
42,2917.3
43,2684.6
44,3573.8
45,3307.3
46,3189.5
47,3062.9
48,3730.6
49,4327.3
50,4077.4
51,3557.4
52,3702.5
53,3697.4
54,3610.2
55,3433.0
56,3473.6
57,3367.6
58,3262.8
59,3199.3
60,2895.4
61,2850.9
62,2836.4
63,2619.2
64,2538.2
65,2471.6
66,2312.9
67,2299.2
68,2269.0
69,2307.1
70,2484.0
71,2490.7
72,2485.1
73,2502.9
74,2574.4
75,2755.1
76,2744.4
77,2608.9
78,2506.8
79,2661.5
80,2470.7
81,2365.5
82,2280.7
83,2183.6
84,2022.2
85,1883.8
86,1722.8
87,1688.2
88,1698.8
89,1715.3
90,1730.7
91,1812.7
92,1703.3
93,1753.2
94,1830.3
95,1766.9
96,2162.8
97,2013.9
98,2028.8
99,2036.7
100,2415.2
101,2965.3
102,2946.6
103,2715.6
104,2925.7
105,2769.6
106,2612.3
107,2573.6
108,2651.3
109,2517.0
110,2426.5
111,2351.1
112,2354.6
113,2211.1
114,2146.7
115,2070.0
116,2032.9
117,1931.0
118,1978.1
119,1930.0
120,1871.3
121,1846.7
122,1979.2
123,2096.2
124,2132.4
125,2100.7
126,2153.0
127,2104.4
128,2409.2
129,2285.1
130,2224.3
131,2276.3
132,2220.2
133,2160.9
134,2130.6
135,2089.5
136,1984.9
137,1825.8
138,1822.8
139,1706.7
140,1753.4
141,1704.9
142,1744.3
143,1806.3
144,1886.2
145,1788.0
146,1837.5
147,1809.3
148,2313.5
149,2142.8
150,2143.8
151,2153.1
152,2296.0
153,2900.8
154,2794.7
155,2646.6
156,2694.4
157,2654.1
158,2507.9
159,2764.8
160,2643.3
161,2579.5
162,2472.9
163,2439.9
164,2404.1
165,2245.4
166,2157.3
167,2131.1
168,2024.3
169,2016.6
170,1953.1
171,1879.8
172,1852.2
173,1891.7
174,1915.7
175,2151.5
176,2137.2
177,2129.1
178,2167.1
179,2093.5
180,2490.0
181,2435.8
182,2271.7
183,2321.2
184,2206.7
185,2187.7
186,2130.3
187,2036.4
188,1936.0
189,1896.3
190,1772.3
191,1760.7
192,1717.9
193,1804.0
194,1764.9
195,1793.9
196,1759.3
197,1774.3
198,1803.8
199,1800.5
200,2232.3
201,2361.5
202,2236.6
203,2302.9
204,2651.4
205,3113.8
206,3295.2
207,3132.9
208,3076.8
209,2999.6
210,2920.0
211,2863.0
212,2762.2
213,2740.1
214,2640.8
215,2504.9
216,2447.3
217,2404.0
218,2240.0
219,2158.3
220,2154.0
221,2041.4
222,1992.8
223,2041.7
224,1894.9
225,1908.5
226,2113.5
227,2201.6
228,2159.0
229,2152.3
230,2180.5
231,2230.0
232,2471.3
233,2520.1
234,2335.4
235,2254.2
236,2218.9
237,2244.8
238,2180.7
239,2145.3
240,1939.0
241,1901.9
242,1806.9
243,1734.9
244,1736.2
245,1790.7
246,1798.5
247,1845.8
248,1942.1
249,2017.3
250,2047.9
251,2005.5
252,2543.6
253,2575.1
254,2562.8
255,2621.2
256,2862.5
257,3373.0
258,3837.7
259,3758.0
260,3368.8
261,3513.9
262,3652.3
263,3636.2
264,3571.6
265,3594.7
266,3533.7
267,3382.5
268,3487.7
269,3124.9
270,2964.1
271,2901.4
272,2959.8
273,2789.8
274,2816.1
275,2792.3
276,2864.4
277,2761.5
278,2842.7
279,3037.5
280,2992.0
281,2829.9
282,2776.6
283,2521.9
284,3031.6
285,2941.9
286,2785.7
287,2720.7
288,2741.8
289,2671.5
290,2596.1
291,2446.7
